text,label_class,label
如何判断自己是否贫血？食补有用吗？,search,2
拿起手机，推荐你身边的好医生好护士！,search,2
【中国好医生好护士】@所有人 欢迎为4月候选人点赞！,search,2
肺癌筛查，你查对了吗｜全国肿瘤防治宣传周,search,2
灰指甲不痛不痒，不治可以吗？,search,2
三个问题，带您了解帕金森病｜世界帕金森病日,search,2
春暖花开，小心动物致伤引发过敏性休克,search,2
有些妇科肿瘤有遗传性，这样防治更科学,search,2
得了类风湿关节炎，科学治疗看这里！,search,2
孩子鼻塞流鼻涕太难受，这些方法很管用｜科普时间,search,2
乳腺结节=乳腺癌高危人群？先别慌！这篇讲清楚了,search,2
彭丽媛出席世界防治结核病日主题宣传活动,search,2
跟肺结核患者有密切接触，我该怎么办｜世界防治结核病日,search,2
口腔溃疡、关节痛……可能是自身免疫出了问题,search,2
避免患上慢性肝病，要注意它的日常养护 | 全国爱肝日,search,2
乳腺增生是气出来的？真相是......,search,2
这些关于青光眼的困惑，你有么｜世界青光眼周,search,2
带状疱疹，为啥病好了还在疼,search,2
耳鸣、听力下降……耳朵“报警”如何应对,search,2
发烧咳嗽？上吐下泻？预防甲流、诺如病毒的方法，快收藏！,search,2
癌症能预防吗｜世界癌症日,search,2
帕金森病用药，您了解吗 | 科普时间,search,2
国际罕见病日| 为何父母都健康，孩子却有遗传病,search,2
甲流来袭，快快了解如何应对！,search,2
新阶段外防输入、农村防疫重点是什么？如何应对甲流、诺如病毒？……权威解答来了！,search,2
50岁以后，这种疾病风险增加，慢性病人群尤其注意,search,2
肺结节很常见，真的不用特殊治疗吗？,search,2
关注与猝死相关的八大因素,search,2
呕吐、腹泻……近期流行的诺如病毒，怎么预防,search,2
眼干就是得了干眼症？先别急着对号入座,search,2
从这里出发，到有需要的群众中去——中国好医生、中国好护士志愿服务总队成立暨“三下乡”活动侧记,search,2
“名医走基层——志愿服务行”中国好医生、中国好护士志愿服务总队成立暨“三下乡”活动在四川凉山举办,search,2
便血、便秘、腹泻，哪一种症状需要进一步做肠镜 | 科普时间,search,2
【中国好医生好护士】@所有人 欢迎为2月候选人点赞！,search,2
这些近视防控知识 家长应该早知道,search,2
有种“感冒”可能是暴发性心肌炎，要当心！,search,2
早期肝硬化，有恢复正常的机会吗？,search,2
世界癌症日|9种常见癌症早筛方法，您了解吗,search,2
孕妇更容易感染新冠吗？感染后能否自然分娩？​在感染高峰时产检应该注意什么？【科学防疫小贴士】（100）,search,2
【坚守在一线】乡村医生的一天,search,2
除尘布新，好运来临！年终大扫除，这些“盲点”要留意！【健康幸福过新年】（2）,search,2
拿起手机，推荐你身边的好医生好护士！,search,2
【中国好医生好护士】@所有人 欢迎为1月候选人点赞！,search,2
经常洗头会脱发？到底要多久洗一次头？拯救被洗头困扰的你｜科学排雷,search,2
如何区分风寒和风热？怎么选药更对症、更有效？中医如何治疗“刀片喉”？【科学防疫小贴士】（78）,search,2
在“保健康、防重症”中如何发挥中医药作用？感染后及康复期咳嗽怎样选择中药？……权威解答来了！,search,2
体检查出囊肿，需要特别注意吗？| 科普时间,search,2
体检发现尿酸高，要用药吗？一定会引起痛风吗？| 科普时间,search,2
咳咳咳……咳嗽不用管，扛一扛就好了？｜科学排雷,search,2
孩子感染呼吸道疾病在家如何护理？康复期如何缓解咳嗽、流涕等症状……权威解答来啦！,search,2
预防骨质疏松，补钙就可以了吗？｜科普时间,search,2
呕吐、腹泻？警惕诺如病毒感染！| 科普时间,search,2
肺炎支原体感染、流感、手足口病、普通感冒的症状都有什么不同？｜科普时间,search,2
痛风患者到底应该怎么吃？| 科普时间,search,2
关于艾滋病，你需要知道这3句话｜世界艾滋病日,search,2
只要失眠就吃安眠药？失眠用药的三大误区要避开 | 科普时间,search,2
儿童感染呼吸道疾病，长时间咳嗽如何缓解？提升抵抗力，衣食住行怎么做......权威解答来啦！,search,2
嘴角起泡是上火吗？不一定，可能是这种传染性皮肤病|科普时间,search,2
寒潮再度来袭！预防感冒，记住这几个方法！| 科普时间,search,2
感冒期间需要忌口吗？| 科普时间,search,2
肺炎支原体与流感叠加感染期间，二者怎样区别？| 科普时间,search,2
儿童支原体肺炎要“洗肺”吗？真相来了！| 科普时间,search,2
支原体肺炎能预防吗，家长应该如何应对？| 科普时间,search,2
肺炎支原体感染有何特点？和普通流感有什么区别？秋冬季如何预防呼吸道感染......权威解答来啦！,search,2
红斑狼疮是皮肤病吗？如何打败它？一文带您了解！| 科普时间,search,2
警惕冻伤，重视这些信号与防护措施！｜科普时间,search,2
支原体肺炎到底应该怎么治？阿奇霉素没有效果，要立即换药吗？专家解答来了！| 科普时间,search,2
孩子感染肺炎支原体后，多久可以上学？肺炎支原体和流感会叠加感染吗？| 科普时间,search,2
为什么儿童更易感染肺炎支原体？感染后会引发其他疾病吗？怎样预防传染病……权威解答来了！,search,2
支原体肺炎为什么难治？家庭护理注意什么？｜科普时间,search,2
糖尿病患者要警惕营养不良｜联合国糖尿病日,search,2
肺炎支原体感染一定会引起肺炎吗，支原体抗体阴性能否排除支原体感染？专家解答来了！| 科普时间,search,2
天寒地冻，当心冻伤！“祖传”的治冻伤偏方，可取吗？ | 科普时间,search,2
媒体聚焦｜肺炎支原体感染如何应对？ 专家支招,search,2
为何儿童更易得支原体肺炎？为什么支原体肺炎易反复？｜科普时间,search,2
非高峰期，也要警惕手足口病|科普时间,search,2
老年性白内障有哪些“秘密”？ | 科普时间,search,2
治疗支原体肺炎，阿奇霉素怎么用｜科普时间,search,2
冷天容易血压高，多吃降压药？｜科学排雷,search,2
孩子确诊支原体肺炎，这样拍背助康复｜科普时间,search,2
孩子得了支原体肺炎，在家做雾化，该怎么护理？,search,2
孩子确诊支原体肺炎，需要输液时，家长们该怎么护理？| 科普时间,search,2
这种套餐组合不能防猝死，真正有用的是……｜科学排雷,search,2
为什么胖乎乎的孩子也会营养不良 | 科普时间,search,2
孩子确诊支原体肺炎，家长该如何护理？支原体肺炎一般病程多长？治疗药物有哪些……来看详细解答,search,2
“世界卒中日”特别策划：中风识别越早，救治效果越好，10月29日一起看直播！,search,2
哮喘儿童能运动吗？| 科普时间,search,2
支原体肺炎是如何在人群中传播的？孩子出现哪些情况需及时就医……来看详细解答！,search,2
悲秋？别！季节性抑郁有办法！ | 科普时间,search,2
导致胃癌的6个高危因素，你中招了吗？ | 科普时间,search,2
孩子剧烈咳嗽，小心肺炎支原体感染 | 科普时间,search,2
儿童支原体肺炎高发，做好预防是关键 | 科普时间,search,2
脱发？别忽略这些营养素 | 科普时间,search,2
如何预防骨质疏松？｜世界骨质疏松日,search,2
以动制“静”，预防静脉血栓｜世界血栓日,search,2
老年人低血压是怎么回事？两招教您“拉高”血压｜科普时间,search,2
孩子蔬菜、蛋奶都不缺，为何出现缺铁性贫血？| 科普时间,search,2
【中国好医生好护士】@所有人 欢迎为1月候选人点赞！,search,2
面对心源性猝死患者，如何抓住抢救的“黄金4分钟”?｜科普时间,search,2
什么是新生儿黄疸，如何判断是否需要就医？｜科普时间,search,2
年轻人患高血压，健康管理要重视｜全国高血压日,search,2
眩晕不一定是颈椎病，还有可能是耳石症｜科普时间,search,2
狂犬病预防误区要远离 | 世界狂犬病日,search,2
科学排雷 | 突发流鼻血，仰头能止血？,search,2
预防老年人跌倒骨折，这些细节需重视！丨科普时间,search,2
孩子半夜磨牙吱吱响，怎么办？| 科普时间,search,2
为什么胖孩子易患高血压 | 科普时间,search,2
科学排雷｜糖尿病患者要少吃、不吃主食？,search,2
天寒地冻，需要警惕失温、冻伤和煤气中毒｜科普时间,search,2
不恰当的节省，可能会导致癌症 | 科普时间,search,2
开学了，学生如何防控近视｜科普时间,search,2
“口重”导致血压高？健康减盐，行动起来！| 科普时间,search,2
新学期刚开学，孩子遭遇“学习困难”怎么办？| 科普时间,search,2
预防癌症的12个黄金法则,search,2
科学排雷 | 得了痛风，要多运动？,search,2
告别不当运动，骨关节炎可防可控丨科普时间,search,2
儿童也会抑郁？出现这些行为要警惕！｜科普时间,search,2
一到换季就咳嗽、打喷嚏、流鼻涕？你以为孩子“感冒”了，也可能是过敏！ ｜科普时间原创 健康中国 健康中国,search,2
健康中国行动——2023年儿童孤独症主题宣传活动启动,search,2
发烧多少度才能吃退热药？哪些人须慎重使用布洛芬？儿童服药注意什么……选择退热药前，先看这篇 | 科普时间,search,2
权威解答｜警惕儿科高发！了解支原体肺炎如何防治 看这篇→,search,2
以仁心仁术 护佑生命健康｜《闪亮的名字-2023最美医生发布仪式》今晚播出,search,2
中国援外医疗队：妙手仁心浇灌友谊之花 | 2023最美医生,search,2
孩子得了手足口病，居家护理做好这四点｜科普时间,search,2
科学排雷 | 补钙会得肾结石？别慌，真相来了！,search,2
帮孩子护眼，眼科医生妈妈这样做 | 科普时间,search,2
索朗片多：以心为灯照亮边境百姓的“健康路” | 2023最美医生,search,2
康敏：做公众健康的“哨兵” | 2023最美医生,search,2
“千金难买老来瘦”？瘦并不一定代表健康｜科普时间,search,2
梁宗安：“医”往无前 为“呼吸”事业奋斗终身 | 2023最美医生,search,2
开学啦！叫娃起床难，快来试试这3个小妙招,search,2
学会这10个小方法，孩子的记忆力一天比一天好，大脑更聪明,search,2
孩子的牙膏要经常更换，否则会有“耐药性”？真相来了,search,2
超过这时间一定要戒掉奶瓶，否则会影响颜值，还可能导致语言障碍,search,2
不吼不骂，教你几个方法搞定宝宝那些小脾气,search,2
可能损伤心脏！孩子长白头发，有这3种情况赶紧去医院！,search,2
孩子老舔嘴唇，家长一定要注意，小心是得了这种病！,search,2
“左撇子”是一种病吗？要不要纠正？,search,2
学会这两招，有效改善孩子驼背问题，大人也适用,search,2
“再这样我就不喜欢你了”，这句话对娃的杀伤力，比你想的大多了,search,2
男童4根手指被生生绞断！1块钱一次的摇摇车，暗藏很多安全隐患,search,2
又现「毒面霜」！这3款儿童面霜含违禁成分，毁容还影响娃发育,search,2
三十万人围观的封口贴，差点捂死孩子！张嘴睡觉真不一定是口呼吸,search,2
比起没收压岁钱，这样处理，更有利于培养孩子的金钱观,search,2
那些高度自律的孩子，都是怎么养出来的？,search,2
孩子感冒不吃药，会越拖越严重吗？,search,2
孩子这里突然变大一定要注意，可能会影响生育！,search,2
近视200度也能清零？晒眼皮治疗近视，靠谱吗？,search,2
孩子不爱跟其他孩子一起玩，是怎么回事？家长要干预吗？,search,2
如果孩子突然说“我不想上学了”，记住这3点，轻松应对,search,2
孩子经常晚睡，会少长10厘米？究竟几点睡算晚睡？,search,2
因这事瘫痪的孩子已超1000人！医生提醒，这动作非常危险，别做,search,2
奥司他韦必须吃5天？退烧后能不能停药？怎么吃娃不会吐？看这篇,search,2
想要孩子冬天少生病、身体好，多吃这9种蔬菜,search,2
长大后跟父母不亲的孩子，其实小时候就有这些特征，你发现了吗？,search,2
孩子吃药后吐了，要不要补喂？补多少？,search,2
快摸摸孩子背上的这个地方，如果是凸起的，赶紧去医院,search,2
久了会拖成脑膜炎！感冒后，孩子出现这几种情况一定要警惕！,search,2
满眼都是孩子的缺点，往往是父母出了问题,search,2
孩子睡前尽量少吃这两种食物，睡不踏实，还会影响大脑发育,search,2
孩子发烧，身体很烫，但手脚冰凉是怎么回事？,search,2
多地儿科医院爆满，带娃去医院，做好这5点能避免交叉感染！,search,2
注意，奥司他韦的这些常见用法，其实都是错的,search,2
宝宝被烫伤，妈妈记住这样做，伤口好得快还不留疤,search,2
孩子抑郁后才明白：一个家庭最可怕的不是穷，而是这种氛围,search,2
越挖越起劲，孩子总爱抠鼻孔，该怎样纠正？,search,2
孩子这个地方有味道，要特别注意，可能是疾病的预兆,search,2
越玩越上瘾！这些藏在学校门口的“毒玩具”，危险又致命！,search,2
口服一次就能治流感！玛巴洛沙韦和奥司他韦，到底哪个效果更好？,search,2
孩子咳嗽有痰，为什么不建议用盐酸氨溴索（沐舒坦）,search,2
毒性是砒霜的1000万倍！这东西每家餐桌上几乎都有，别给孩子吃,search,2
男童咳嗽被建议洗肺，有医院1天洗67例！洗肺能让咳嗽好得更快吗,search,2
天气冷孩子早上赖床怎么治？试试这些方法，一治一个准,search,2
孩子发烧，要不要忌口鱼肉蛋奶？到底怎样吃才能恢复的更快？,search,2
这支疫苗最近赶紧给娃安排上，能减少混合感染，再晚就打不了了,search,2
