text,label_class,label
扩张型心肌病患者不能吃什么？,yes,0
孕期如何预防胎儿先天性心脏病？,yes,0
上个月被确诊得了房颤，最近在医院接受治疗，但一直觉得没有效果，治疗房颤的方法有哪些？,yes,0
您好，我是在咱们医院看过病的，上次过去没有床位，也不懂预约，现在想住院，怎么办、内蒙古婴儿背上有个血管瘤怎么治？,yes,0
遗尿症（尿床）有何症状？,yes,0
大夫：您好！我这几天颈部不舒服，头向左边转就好像有一根筋会痛，痛到脑部。不知什么原因？,yes,0
最近在服用复方牛胎肝提取物片有哪些注意事项呢？,yes,0
右侧椎动脉远端狭窄是什么意思呢,yes,0
急性心肌梗死患者康复后应注意什么?,yes,0
侧脑室后角宽度為11.6mm医生有什么办法可以治疗？,yes,0
我想请问一下，女性尿频尿急尿不尽腰痛,yes,0
经常喝酒应酬，喜欢吃一些辛辣的东西，导致得了痔疮，但痔疮相对比较轻微一些，想要趁早给根治好，应如何治疗？,yes,0
慢性支气管炎的症状有什么,yes,0
请问白带呈白色但有乳白色物怎么办？,yes,0
小儿急性胰腺炎如何体检？,yes,0
风湿性心脏病瓣膜关闭不严,yes,0
你好，请问膀胱炎吃什么药好？什么药见效比较快点,yes,0
你好，请问一下，尿路感染了该怎么治疗？,yes,0
腺病毒性肠炎要花多少时间治好,yes,0
咨询一下，打开附桂骨痛颗粒外观包装能知道药品的真假吗？,yes,0
病毒性脑炎怎么办,yes,0
可以用什么药呢，前列腺病对我的身体会不会有影响？,yes,0
请问结肠癌现在还能救吗,yes,0
小儿脊髓肿瘤要做哪些检查,yes,0
早上不吃饭行吗,yes,0
小儿癫痫发作诱发失语综合征的病因是什么,yes,0
您好汗孔周围炎及多发性汗腺脓肿要治几多时间,yes,0
请问我家2岁小孩误食了硝苯地平缓释片，会有什么后果医生该怎么办啊？有什么解决方法？,yes,0
慢性支气管炎的症状有哪些？,yes,0
父亲糖尿病，要注意什么现在都不敢乱吃药了怎么办才好呢可以服用什么,yes,0
你好医生，我妈是转移淋巴结，然后做pet-ct查出来是鼻咽癌，这个病的治疗率有多少？,yes,0
补肺活血胶囊除了可以治疗肺气肿之外，还可以治疗什么病症，有什么作用呢？,yes,0
脑血栓病人多在什么时候发病,yes,0
月经40多天来一次，想怀孕吃定坤丹管用不,yes,0
直肠癌中期化疗后便秘怎么办？,yes,0
小儿癫痫的限局性发作有什么表现？,yes,0
为什么感觉早搏，心电图检查却正常？需要做那些检查？,yes,0
"17岁，阴茎短小，腹部肥胖，减肥后，会不会增粗?",yes,0
你好，麻烦问一下小儿预激综合征多大几率能治好,yes,0
请问好我想请问想宫颈糜烂三度会引起痛经怎么办？,yes,0
肾性脑病要做哪些检查,yes,0
正常胎儿后颅窝池宽吗？有谁懂的来说下。这个对宝宝智力会有影响吗？,yes,0
老年人便秘的病因是什么,yes,0
使用鹿胎膏需要在服用期间禁服什么食品？应该怎么办才好呢？,yes,0
肾积水肾结石有那些药,yes,0
吃什么药能使肚子变大呢,yes,0
最近感觉心悸，去医院检查，体检报告出来时我的心慌了，是窦性心动过缓，我想问一下窦性心动过缓的原因是什么呢？,yes,0
最近两个月一直都会出现咳嗽，恶心的情况，有时候晚上都会给咳醒来，去检查发现是间质性肺炎，想问下间质性肺炎能治好吗？,yes,0
老是晚上睡觉的时候腿抽筋特别厉害，姐妹们指点我，孕妇吃什么钙片？,yes,0
频发室性早搏是严重的病吗？吃益气复脉胶囊可以治愈吗？,yes,0
请教一下淋巴结-胆道综合征可以挂什么科,yes,0
鼻子痒痒的想打喷嚏流鼻涕,yes,0
您好能否告知进行性脂肪营养不良定义的意思,yes,0
碘酒可不可以擦到接近眼睛处,yes,0
每晚都没有睡意失眠是什么原因？进入孕晚期，每天晚上都失眠，到两三点才有睡意，怎么办？,yes,0
便血伴有腹部疼痛请问是痔疮还是肠粘膜出血？以前偶尔也有便血情况但最近两天每天都有～还有就是去检查应该挂哪个科,yes,0
颅内转移瘤怎么回事,yes,0
爷爷他得了肺癌晚期,yes,0
医生，你好！请问尖锐湿疣有哪些症状？能治好好吗？,yes,0
脊髓压迫症要做哪些检查,yes,0
你好，我想买一正藤黄健骨丸治疗颈椎病，请问，此药的厂家是哪里呢？其价格贵吗？,yes,0
更年期有什么症状:不知该用么法啊！服用什么药物呢？多久可以恢复健康呢？,yes,0
吃流产药第三天出心还气喘不过来是正常的吗？,yes,0
我该咋样躲避卵巢卵黄囊瘤,yes,0
请问老年人正常压力脑积水症状表现是什么,yes,0
医生你好，请问肾结石该吃什么药呢，什么药效果好呢,yes,0
感冒引起的咳嗽一直不好时间已经一个多月了现在早晚都会咳嗽咳嗽起来感觉肺疼是怎么回事,yes,0
我的手指头非常的痛，能不能用些红花油啊？,yes,0
肚子微痛正常吗？,yes,0
你好，我的腹部出现白癜风了，不久前才发现的，皮肤有的地方发白，而且掉皮，吃了很多药了，到现在也没感觉好起来。,yes,0
先是感冒，然后头痛，感冒好了还头痛，有高血压，CT显示无明显异常,yes,0
儿童便秘怎么调理儿童便秘怎么调理,yes,0
朋友给买了几盒还少丹，吃后效果不错，想了解一下还少丹哪有卖呀？,yes,0
请问月经来完半个月后又来是怎么回事？,yes,0
缺血性视盘病变完全治愈要多久,yes,0
你好，我想问下艾滋检测抗体在一年半左右准确吗？得甲亢影响结果吗？有阴滋病吗？谢谢,yes,0
请问得了小儿哮喘性肌萎缩综合征是否会传染？,yes,0
如何做避开胸锁关节脱位,yes,0
颅骨缺损综合征怎么办,yes,0
单侧肺气肿是什么病,yes,0
甲功五项唯抗甲状线过氧化炀酶抗体i高，357.2问题严重吗,yes,0
怀孕三十五周的准妈妈腰疼晚上睡觉失眠多梦，是这个时候的准妈妈都这样吗？,yes,0
快两个月没来月经了，最近一直头有点痛，得了甲亢，一直在吃药，喝当归口服液有用吗？,yes,0
肾盂和输尿管癌早期有哪些症状？,yes,0
打了三天吊瓶，今天尿检医生说正常了,yes,0
肛瘘手术后怎么还有液体,yes,0
你好，麻烦问一下解释一下皮肤软骨瘤解释,yes,0
尿路感染要怎么治疗?,yes,0
出血性直肠炎，溃疡性如何治疗？在饮食方面有需要注意的吗？,yes,0
小孩心率不齐严重吗？,yes,0
能否介绍一下夏季皮炎解释,yes,0
请问子宫切除后腹痛怎么办？,yes,0
请问下身有种胀的感觉正常的吗？,yes,0
为什么我胸部有很硬的东西,yes,0
午睡心悸心慌怎么回事,yes,0
请问得了淋菌性结膜炎要做什么化验治疗吗,yes,0
腰后臀部上方两侧疼怎样缓解好啊？怀孕8个月时候，怎样调理好啊？,yes,0
您好！我想问一下塞来昔布胶囊的副作用会不会很明显？对治疗椎间盘突出有没有效果还是只是能止痛？,yes,0
新生婴儿腹泻拉肚子该如何治疗？,yes,0
心悸与失眠怎么办,yes,0
阴茎短小勃起不坚怎么办？,yes,0
一个月前肛门长了两个小肉粒，现在数量增多，质地较硬，不痛不痒的，请问是不是尖锐湿疣呢?,yes,0
心绞痛能吃酒酿吗,yes,0
引起乳腺癌的危险因素是什么,yes,0
九个月宝宝吐奶,yes,0
有了第一次后，白带异常增多，稀薄发黄，体液增多。只有一次出现了外阴瘙痒，这是什么病，用什么药呢,yes,0
11月做人流，12月月经少，这个月月经没来是怎么回事？,yes,0
您好肱骨外上髁炎的治疗周期,yes,0
请问下，我一直感觉尿频，昨天开始感觉有尿意，可是又尿不出来，这是哪出了什么问题啊？可以吃什么药吗？,yes,0
孕妇失眠多梦是什么原因啊，好像也没有太大的压力啊，那该怎么办呢？,yes,0
一个多月宝宝肌张力高好不好呢？感觉宝宝以后肯定是很好动的，现在老是手舞足蹈的。,yes,0
最近太阳穴左脑像缺氧一样，走路也觉得晕，是脑动脉供血不足应该怎么治疗,yes,0
每天早上起来都嗓子疼而且嗓子里还有谈谈里还有雪擦鼻涕鼻涕里面也有雪是怎么回事,yes,0
你好!感冒，:到小诊所打点滴后，呕吐，昏迷，送医院上氧气抢救后检出造血功能不正常。以前身体一直很好，,yes,0
左侧胸部一直痛是心绞痛吗,yes,0
请问糜烂性胃炎加上食管炎、幽..,yes,0
痔疮手术需要住院吗？手术后需要休息多久？,yes,0
腰部脊椎两边肌肉痛是怎么了？怀孕6个月多了，感觉腰部脊椎两边疼痛不舒服。,yes,0
请问两岁半宝宝特别叛逆是有多动症的表现吗？怎么办啊？需要注意什么呢？,yes,0
请问药流后有血是月经吗？,yes,0
先天性巨结肠手术10年了，现肛门不大如何治疗？,yes,0
南充看便秘专科医院，便秘由什么引起的?,yes,0
今年18岁有尿不尽的感觉,yes,0
请问氢溴酸西酞普兰片可否和联邦克立停一起使用呢,yes,0
心绞痛连续发作怎么办,yes,0
大便痛，出血，得了痔疮。应该怎么办？为什么男人会得痔疮？得痔疮的原因是什么？,yes,0
颅内转移瘤易发人群有哪些,yes,0
间质性肺炎是什么症状,yes,0
拉肚子，像水一样，小便少，肚子老响，一天拉8。9次，其余正常，,yes,0
我是hpv43、81低危，怎么办，我不知道是不是长出尖锐湿疣了,yes,0
被诊断出是过敏性哮喘，过敏性哮喘能治好吗,yes,0
变异性哮喘吃什么水果好,yes,0
你好，麻烦问一下卵巢早衰需要做什么检查,yes,0
胎粪吸入综合征有什么一并发生,yes,0
问一下小儿肥胖通气不良综合征病症是啥,yes,0
怀孕十一周糖尿病地特胰岛素晚饭后14诺和锐12这种情况可能自然分娩嘛产后能母乳喂养吗,yes,0
我今年15岁最近老是要很用力深呼吸才缓得过来，然后用力呼吸感觉胸口很酸。,yes,0
去年查出HPV值高，主要是做TCT有问题，老是有炎症，有时有异味。一直治疗效果不好，值一直就没下来，最底是19。自从听到这个消息之后，我当时心情有那么一段时间非常的低落啊，不知道怎么办。请问hpv值高怎么治疗？请问男性HPV病毒多久能自愈,yes,0
慢阻肺会反复发作吗？,yes,0
三七脂肝丸可以治疗高血脂吗？还会不会留下什么后遗症啊？,yes,0
小便自控力差，尤其在经过有水流动声响时常憋不住。但很少起夜。不知是否前列腺肥大？若施用何药最好？请专家推荐。谢谢！,yes,0
请问白带中带有大量脓似的的液体？,yes,0
孕晚期，准备预产期，得了痔疮，大便出血，疼，怎么办？,yes,0
吃了多元维生素（女士）会后，月经推迟，是不是引起了内分泌失调。,yes,0
睡完觉起来中间有一坨。两边就扁下去，只有洗完头才能恢复正常。,yes,0
你好医生，我血糖六点三四，心脏不好，跳得快，能吃稳心颗粒吗？,yes,0
左胸内疼痛使用这个药会不会有什么事情？应该怎么服用此药呢？,yes,0
问一下壶腹周围癌化验什么啊,yes,0
心绞痛做冠脉ct管用吗,yes,0
什么心脏病心悸,yes,0
打扰问一下桡骨茎突部狭窄性腱鞘炎如何体检？,yes,0
本来就只有一点咳嗽，然后刚才吃了罐装花生牛奶，后面回来哭着回来的，就一直咳嗽，怎么回事,yes,0
医生，我今天感觉睡着就好，不能起来走动，走动就心跳历害，呼吸困难，这是怎么啦,yes,0
你好，我想请问一下安宫牛黄丸哪里有卖。急急急。谢谢,yes,0
医生，你好！请问尖锐湿疣有哪些症状？能治好好吗？,yes,0
早上起来总是咳嗽，都有一两个月了，是不是慢性支气管炎啊?,yes,0
请问晚上睡觉多梦起夜多是怎么回事啊？会不会影响到肚子里的孩子啊？需要注意什么呢？,yes,0
听神经鞘瘤通过什么检查可以诊断,yes,0
：你好，我想问下，龙血竭胶囊能不能用于心脏病，气管炎患者能吃吗？,yes,0
问一下单纯性脊柱结核症状,yes,0
输卵管癌会遗传吗,yes,0
请问山雄万通筋骨片效果怎么样呢？多长时间能起作用呢？,yes,0
心肌梗死患者不能吃什么？,yes,0
白癜风出现后会不会传染？白斑主要在手面上出现，斑点面积不大，没有疼痛感,yes,0
肛门下坠是怎么回事,yes,0
你好，我是两个月婴儿的妈妈，三天前确诊得了甲炎，当地医生让不吃药，定期复查，但现在疼痛严重了，请问有没有什么治疗方法,yes,0
早搏占30用稳心颗粒，我的病情需要怎样调理才会好。,yes,0
变异性哮喘的病因是什么?,yes,0
请问：无糖型黄芪颗粒上标注：糖尿病禁用，是问什么呢？既然无糖无什么又不能糖尿病人使用,yes,0
请问每次来月经前胸部都会胀痛怎么回事？,yes,0
这个我也不确定是不是尖锐湿疣，我男朋友说是，治疗的话要花多少钱啊,yes,0
乙状结肠和直肠炎充血水肿，求好的治疗方子,yes,0
阳痿早泄如何治疗？,yes,0
二尖瓣狭窄有传染性吗,yes,0
拉肚子，一天上5、6遍，不成形，怎么做直肠镜检查？检查是有需要注意的吗？,yes,0
我想问一下尿分叉是什么原因引起的，应该怎么治疗好？,yes,0
强迫症和手淫有关系吗,yes,0
月经很长，后面量少，上厕所纸巾上都会有浓黑状的东西，看着恶心,yes,0
肛门痒，一直肿疼，检查为内痔，如何治疗？,yes,0
三个半月拉肚子,yes,0
我想请问一下，一年以上尿频日間晚上都想尿尿，不知道为什么？,yes,0
之前洗澡发现大阴唇长了一个黄豆大小的包不痛不痒，然后我感觉周围好像有一些细小颗粒我是不是得了尖锐湿疣啊?,yes,0
膝盖往下不敢吃是怎么回事,yes,0
出生几天查出先天性心脏病，到了1个月，查出先天性心病，永存动脉干3型，内膜缺损，能手术吗,yes,0
每次性生活以后都会有尿频老感觉尿涨有那么点尿痛的感觉每回都要吃要才能缓解，要不然一直持续下去很是苦恼是何病因怎么办才好呢,yes,0
小儿坏死性龈口炎检查什么,yes,0
支气管炎这种病真的很严重吗,yes,0
怎么我没看到的？不会吧，那就是在一般的药房是不能开的？,yes,0
视神经撕脱需要做什么检查,yes,0
请问月经正常可是结婚半年多了还没有孩子咋办？,yes,0
不管冬夏只要开窗户睡觉早上就会打喷嚏流鼻涕是怎么回事,yes,0
你好我吃奥沙西泮片2粒也才能睡4个小时抑郁焦虑如何改善,yes,0
您好：天气热或稍作运动，体温会升到38度左右，入院检查右肺少许间质性改变且尿隐血3十，请问我是什么问题？,yes,0
服用脊灰糖丸后，吐奶吐得厉害是怎么回事？,yes,0
怀孕三周，有出血，肚子疼类似姨妈疼，流出血块后就不疼了，是流产了吗,yes,0
身上味道让人打喷嚏咳嗽吐痰，呼吸急促,yes,0
尿道感染是怎样引起的，,yes,0
请问孩子脑发育不全是脑瘫吗？需要怎么样治疗才好啊？需要注意什么呢？,yes,0
男。26岁坐着躺着没事。一活动就恶心肚子不舒服,yes,0
今年5月我患亚甲炎，服药一个，多月，吃完一瓶强的松，感觉好了超显示也，没结节了所以就停药了。请得到帮助,yes,0
颈部脊髓损伤有什么危害？,yes,0
请问月经干净三天后又大量出血是什么问题？,yes,0
腰痛贴伤湿止痛膏，这样到底是什么原因导致的呢？,yes,0
女小孩尿频，医院B超，尿常规检查正常怎么办,yes,0
开放性颅脑损伤怎么办,yes,0
请问月经几个月没有来了是怎么回事？,yes,0
皮肤瘙痒症痊愈几率,yes,0
有没有什么办法可以帮到我啊，很急的。膀胱结石,yes,0
痔疮脱出是什么意思？,yes,0
慢性胰腺炎属于什么科,yes,0
我老是头疼，这样的情况需要送往医院治疗吗？,yes,0
左脚第四个脚趾头抽筋是什么原因啊？没事吧？目前是怀孕7个月！,yes,0
怎样炖鸡肉更好吃？老婆怀孕了需要安胎，下厨这种事都是我做了，想学习一下怎么炖鸡肉更好吃。,yes,0
胸廓畸形治疗几天,yes,0
"患有内痔七八年，干活多了或上火了就较严重，肛门内边会出现有大豆大的疙瘩，劳累后就会痛，有什么偏方可根除？",yes,0
请问为什么月经三个月才来一次？,yes,0
复方阿嗪米特肠溶片可不可以治疗消化酶缺乏的呢？使用后有哪些疗效？,yes,0
食道炎者饭后会心悸吗,yes,0
"患有内痔，大便正常，经常疼痛，应如何治疗？",yes,0
糖尿病人能吃古汉养生精吗有没有什么效果好的药可以用没副作用,yes,0
我是孕妇，前段时间感冒了，一直也不好。嗓子也不好，怎么办？,yes,0
如何检查是否患有乳腺癌,yes,0
为什么想到伴侣就烦燥不安和心悸,yes,0
听说美洛昔康片可以治疗骨关节炎，我想咨询了解一下放话疗之后吃美洛昔康片有用吗？,yes,0
南涧彝族自治县治疗脑瘫哪个医院好？,yes,0
咨询一下，磷酸苯丙哌林口服溶液糖尿病人可以吃吗？我这几天感冒咳嗽，有什么药糖尿病患者吃了不会有不良作用的吗？,yes,0
肛门旁边有硬硬的东西。很疼。有时候走路也疼不过大便没血。我想知道现在应该怎么办…我是一名学生,yes,0
我想问一下支气管扩张和支气管哮喘的区别?,yes,0
结缔组织外痔有哪些治疗方法和药物？,yes,0
高血压脑梗赛会不会留下病根？,yes,0
灼性神经痛要做哪些检查,yes,0
过敏性哮喘有什么偏方,yes,0
来月经期间，痛经能泡脚吗？,yes,0
早搏能吃那个稳心颗粒吗?注意什么啊，怎么好,yes,0
先心病在孕早期的筛查重要吗？,yes,0
肛门息肉不治自己会好吗？需要吃什么药吗,yes,0
尿急，尿痛，怎么回事？,yes,0
痔疮半年多了，没治好。如何吃药和治疗？,yes,0
"爷爷检查有高血压，医生开了硝苯地平缓释片，可是吃后头晕眼花，这要怎么办好呢?",yes,0
胸腔镜手术半年后，突然有气胸的感觉，是气胸复发了吗？九个月前第一次气胸。,yes,0
要怎样治疗好呢，尿道感染，尿急我太担心了，我要怎么办？,yes,0
间质性肺炎有什么症状?,yes,0
每天上厕所，大便都很臭，请问这是什么引起的？怎么办？,yes,0
缺血性肝炎有什么一同出现,yes,0
小孩嘴周围起小红点是怎么回事,yes,0
有的时候尿多，有的时候又不多，吃东西不多，就是嘴唇干的难受，还有嗜睡，尿的味道有点像食物烂掉，尿液检测尿道路感染,yes,0
头皮神经纤维瘤预后好吗？,yes,0
长膜壳绦虫病可治率多高？,yes,0
月经推迟了10天还没有来，还老感觉饿，腰酸，小肚子偶尔隐痛,yes,0
冒昧问一下妇女多毛症化验什么啊,yes,0
我想请问一下，喝水正常但排尿次数很多是怎么回事,yes,0
不动手术如何治疗内痔？,yes,0
怎么做可以防范白痢,yes,0
肺性脑病怎么诊断,yes,0
上腹疼痛，便血，怀疑结肠有问题。一次性乙状结肠检查镜会痛么？主要检查什么？,yes,0
有风湿性心脏病为什么会手麻嘴麻,yes,0
你好，老人快70了，有抑郁症，请问平时吃半片来士普草酸艾司西酞普兰片会有效吗？,yes,0
心包压塞有哪些表现和诊断？,yes,0
你好，我的月经要第5天开始来多，每次来8-9才结束,yes,0
我整天感觉不会饿，不想吃饭，担心这样下去会营养不良,yes,0
脑出血是什么引起的？,yes,0
米索塞肛门肿疼怎么办？,yes,0
痔疮怎么快速好起来？,yes,0
肺癌中医治疗方法有哪些,yes,0
精液带血是什么病？,yes,0
有一次不太干净的性生活，没有任何保护措施，事后一直没有症状出现，但是随后的几天后发现生殖器上长了一些小红点，很担心是生殖器疱疹。请问生殖器包疹能根治吗？,yes,0
如果得了自身免疫性肝炎能治好不,yes,0
晚上睡觉的时候咳嗽，平时挺好，没有出现感冒的状况,yes,0
请问月经期间霉菌性阴道炎该怎么治疗？,yes,0
您好，我有甲状腺，我想咨询下复方芦丁片对甲状腺有没有副作用？如果有甲状腺结节，服用的话会不会导致结节增大？,yes,0
淋巴病多大几率能治好,yes,0
来月经能不能去检查?,yes,0
咋样抵制小儿阵发性心动过速,yes,0
请问高血压是经过化验才知道的还是？,yes,0
可是我现在怀孕7个月10天，血压达到180，低压130，偶尔会出现头晕，我怀孕前血压是正常的。,yes,0
肠镜确诊为乙状结肠炎直肠炎，经常腹泻，便血，该如何治疗？,yes,0
尿频，尿急是什么原因导致的,yes,0
请问外阴长白色颗粒小便急并伴有痛感是怎么回事？,yes,0
9个月宝宝拉肚子一直不好怎么办,yes,0
丘脑胶质瘤的病因是什么,yes,0
肿瘤患者如何应对寒冬,yes,0
是有段时间了的，有没有什么办法可以帮到我啊？小腹刺痛,yes,0
我女儿9岁了，就是胃胀，打嗝，放屁，已经半个月了，我该怎样办？,yes,0
我脸上的青春痘特别的明显，而且有一些流黄水的情况，我一直想要进行治疗，但是我不知道青春痘到底怎么样才能彻底的治疗好呢？,yes,0
阴茎短小有什么方法增大增长,yes,0
脑梗塞血管出血，高血压引起浑身无力流口水半边身体僵硬,yes,0
前几天我父亲因为急性心肌梗塞住院了。但是送医院有点晚了情况不是太好。我想咨询一下急性心肌梗塞抢救原则是什么？,yes,0
冒昧问一下幽门螺杆菌感染我会感染吗,yes,0
孕妇如何预防胎儿发生先心病？,yes,0
咋样防范混合痔,yes,0
冒昧问一下小儿功能性消化不良能治吗,yes,0
寿比山降压片能与倍他乐克同时服用，有什么好的方法可以缓解吗？,yes,0
髋臼骨折有什么一并出现,yes,0
什么是妄想强迫症,yes,0
痔疮怎么治疗？肛门外痔能用痔疾洗液吗？效果及安全性怎么样？,yes,0
非器质性性欲减退如何体检,yes,0
胸部神经针扎一样的痛请问是怎么了,yes,0
什么方法能躲避异染性脑白质营养不良,yes,0
一直有比较严重的内痔，最近大便出血比以前厉害，是内痔出血还是有其他病？内痔出血的特点是什么？,yes,0
右鼻子有些堵，呼吸不太顺畅，有的时候会转向左鼻子，没有鼻涕也不红肿,yes,0
大概间隔一个月左右的样子就会出现头痛，每次都是突然就痛了，时间为7-8小时左右，,yes,0
宝宝大便都不拉,yes,0
如何治疗丘脑胶质瘤,yes,0
前几天便秘夜间躺下是有那种绞痛感持续几秒时间就消失了今天解了大便晚上症状消失但肚脐下方按压痛请问这和便秘有关吗,yes,0
月经量很少，肝火旺，甲状腺结节，您能不能帮我分析分析是怎么回事啊？,yes,0
脑肿瘤的预后情况如何,yes,0
冒昧问一下急性肾小管间质性肾炎要做什么化验治疗吗,yes,0
冒昧问一下想了解移植后淋巴增殖性疾病的释义,yes,0
防止患上痔疮的保健方法有哪些？,yes,0
你好，麻烦问一下骨恶性纤维组织细胞瘤的症状,yes,0
医生你好：血压高高压180低压120反复无常，应该调整吃什么药好呢,yes,0
请问阴道口旁边有一瘤状硬物感觉疼痛是什么病？,yes,0
3个月宝宝吐奶而且拉白色的屎,yes,0
你好董医生我右脚234跖骨骨折有五个月还有一些没长好是怎么回事的,yes,0
怀孕，喝了九典痔疮胶囊，孩子能要吗？有多大影响？,yes,0
睾丸鞘膜积液治好得多少年,yes,0
遗传性压力易感性周围神经病要做哪些检查,yes,0
婴儿肛门周围红是怎么回事?,yes,0
咳嗽就会嗓子疼晚上睡觉就会鼻塞，医生这样怎么治啊！,yes,0
医生建议我爷爷服用托吡酯片这个药，癫痫患者如何治疗效果比较明显呢？服用托吡酯片能行吗？,yes,0
请问月经不按时来怎么回事啊？,yes,0
尘肺对身体有哪些影响,yes,0
脚冷却又有汗，月经迟迟不来,yes,0
心绞痛能跑步吗,yes,0
肺纤维化的早期症状有哪些,yes,0
新生儿总打嗝是怎么回事,yes,0
想给孩子吃钙尔奇和鱼肝油，不知道这两种保健品能不能一起吃,yes,0
医生，你好，我最近下面有点痒，外阴和里面都痒，但是没有异味是怎么回事,yes,0
母乳宝宝要吃鱼肝油吗？请问大家都是给自己的宝宝吃什么牌子的鱼肝油的？,yes,0
你好，麻烦问一下小儿特发性血小板减少性紫癜化验什么啊,yes,0
请问月经推迟总想吐是怀孕了吗？,yes,0
冒昧问一下混合血管瘤挂啥科,yes,0
是不是高血压造成的心慌,yes,0
痔疮跟抽烟有什么联系？,yes,0
一直注意个人卫生，没有不洁性生活，怎么觉得自己得了尖锐湿疣，请问医生尖锐湿疣有什么病症吗？,yes,0
您好！21金维他糖尿病高血压病老人可以服用吗？容易过敏吗,yes,0
孕晚期晚上失眠心慌紧张害怕，怎么办好呢？我自己是太紧张了才会这样的。,yes,0
痔疮，长肉，擦了痔疮膏，吃什么药？饮食注意什么？,yes,0
我早上开始心肌梗塞不知道怎么了这个是怎么回事的啊怎么办,yes,0
怎么做可以避掉小儿慢性肉芽肿病,yes,0
大便干，疼，有血，是痔疮。痔疮根据病况分几种？,yes,0
脑出血患者需要接受什么检查？,yes,0
请问得了夏季低热痊愈几率,yes,0
痔疮是否会引起导致大便变形？要不要做肠镜呢？,yes,0
脑梗堵塞，半个身体不能动,yes,0
不是感冒，也没有流鼻涕，也没有头疼，就是右边的鼻子不通,yes,0
你好？胶质瘤会引起全身抽搐吗？,yes,0
丙戊酸钠缓释片有杭州赛诺菲德巴金和江苏的，这两种有什么区别吗？哪种好,yes,0
我的婆婆74岁了，听朋友介绍吃了灵仙跌打片，吃了一个星期，但是最近常腿抽筋，这该怎样做才好呢？,yes,0
女性尿急吃什么药,yes,0
鱼肝油乳做面膜用多会起斑吗？,yes,0
请问月经不调怎么治疗好呢？,yes,0
有点喘医院诊断是肺气肿，现在病情越来越严重了。,yes,0
请问月经量多会是什么原因引起的？,yes,0
你好我打不了胰岛素怎么办。有好的口服药降血糖的吗？,yes,0
变异性哮喘的临床症状是什么,yes,0
偶尔便秘，大便困难，疼痛，微出血，肛门肿痛，是混合痔，三期，能做微创手术吗？多少钱？深圳医保报销多少？,yes,0
脑栓塞怎么回事？,yes,0
如何面对强迫症,yes,0
